n2f	foehn
t~asERet~e	intéressante
t~asERet~eni	inintéressante
t~asERka	accrescente
t~asERp	pressente
t~asERp	pressante
t~asERpO	oppressante
t~asERts	stressante
t~asERtyp	putrescente
t~asEZRyt	turgescente
t~asEba	abaissante
t~asEbyp	pubescente
t~asEd	descente
t~asEdiRi	iridescente
t~asEdyRkER	recrudescente
t~asEd~ak~e	incandescente
t~asEkiled	déliquescente
t~asEk~a	encaissante
t~asElOda	adolescente
t~asElOsbO	obsolescente
t~asElakla	alcalescente
t~asElapO	opalescente
t~asElav~ok	convalescente
t~asElb	blessante
t~asElok	caulescente
t~asEmyps	spumescente
t~asEmyt	tumescente
t~asEmyt~e	intumescente
t~asEn	naissante
t~asEn2R	renaissante
t~asEnOk2R	reconnaissante
t~asEnave	évanescente
t~asEnes	sénescente
t~asEnimyl	luminescente
t~asEs	cessante
t~asEsRam	marcescente
t~asEsa	acescente
t~asEtiled	délitescente
t~asEtkal	lactescente
t~asEtyRf	frutescente
t~asEtyRfsus	sous-frutescente
t~asEvREf2	effervescente
t~asEvalf	flavescente
t~asOnni	innocente
t~asOnni	innocents
t~asREb	berçante
t~asREmOk	commerçante
t~asREp	perçante
t~asREv2lub	bouleversante
t~asREv~aR	renversante
t~asaRa	harassante
t~asaRab~a	embarrassante
t~asaRt	traçante
t~asaZ	jacente
t~asaZbys	subjacente
t~asaZda	adjacente
t~asaZzus	sous-jacente
t~asaga	agaçante
t~asak	cassante
t~asakaRf	fracassante
t~asal	lassante
t~asaled	délassante
t~asalg	glaçante
t~asalp~aR	remplaçante
t~asamiRg	grimaçante
t~asan2m	menaçante
t~asap	passante
t~asawRk	croissante
t~asawRked	décroissante
t~asawg~a	angoissante
t~asaws	soixante
t~asba	absents
t~asba	absente
t~aseR	récents
t~aseR	récente
t~ased	décente
t~ased	décents
t~asi	issante
t~asiROlf	florissante
t~asiRRun	nourrissante
t~asiRRup	pourrissante
t~asiRd~ata	attendrissante
t~asiRgEma	amaigrissante
t~asiRya	ahurissante
t~asiSERfaR	rafraîchissante
t~asiSelfeR	réfléchissante
t~asiSiR~a	enrichissante
t~asiS~alb	blanchissante
t~asiZa	agissante
t~asiZav	vagissante
t~asiZuR	rougissante
t~asiZyR	rugissante
t~asiZym	mugissante
t~asiav~a	envahissante
t~asidRusa	assourdissante
t~asidRute	étourdissante
t~asidRuzaba	abasourdissante
t~asidafa	affadissante
t~asid~aRg	grandissante
t~asid~alpsER	resplendissante
t~asid~ob	bondissante
t~asiebO	obéissante
t~asiebOzed	désobéissante
t~asied	déhiscente
t~asifinym	munificente
t~asig~al	languissante
t~asijEiv	vieillissante
t~asijaZ	jaillissante
t~asilOma	amollissante
t~asilOmaR	ramollissante
t~asilaRap	paralysante
t~asilas	salissante
t~asilg	glissante
t~asiliva	avilissante
t~asiluk	coulissante
t~asimeRf	frémissante
t~asimeZ	gémissante
t~asin9ZaR	rajeunissante
t~asinif	finissante
t~asinoZ	jaunissante
t~asipalg	glapissante
t~asipuRk	croupissante
t~asipyk~ok	concupiscente
t~asisEpe	épaississante
t~asisORg	grossissante
t~asisuda	adoucissante
t~asis~ema	amincissante
t~asitEZysa	assujettissante
t~asitREvid	divertissante
t~asitROs2R	ressortissante
t~asitap~ok	compatissante
t~asiteR	réticente
t~asitepa	appétissante
t~asityRba	abrutissante
t~asit~at2R	retentissante
t~asiuZ	jouissante
t~asiuZeR	réjouissante
t~asiulbe	éblouissante
t~asivaR	ravissante
t~asiviv2R	reviviscente
t~asiyp	puissante
t~asiyp2tut	toute-puissante
t~asizEs	saisissante
t~asoS	chaussante
t~asulg	gloussante
t~asum	moussante
t~asup2R	repoussante
t~as~ad	dansante
t~as~afO	offensante
t~as~amOk	commençante
t~as~ap	pensante
t~as~ap~aib	bien-pensante
t~as~eRg	grinçante
t~as~ok	consente
t~at	tante
t~at	tente
t~at2R	retente
t~at2la	haletante
t~atERt	traitante
t~atEb~a	embêtante
t~atElid	dilettante
t~atEmORp~ok	compromettante
t~atEt~a	entêtante
t~atORge	égrotante
t~atORv2S	chevrotante
t~atOak	cahotante
t~atOjipap	papillotante
t~atOjnilk	clignotante
t~atOl2Rg	grelottante
t~atOlb~aRt	tremblotante
t~atOlf	flottante
t~atOpiRt~av	ventripotente
t~atOpike	équipotente
t~atOpin~o	omnipotente
t~atOv	votante
t~atOvip	pivotante
t~atREs~oked	déconcertante
t~atROf~okeR	réconfortante
t~atROp	portante
t~atROs	sortante
t~atRap	partante
t~ata	attente
t~ataRdi	hydratante
t~ataRdiSed	déshydratante
t~atab	battante
t~atab~ok	combattante
t~atab~ok~on	non-combattante
t~atal	latente
t~atalid	dilatante
t~atalke	éclatante
t~atap	patents
t~atap	patente
t~atape	épatante
t~atawRim	miroitante
t~atawlpskE	exploitante
t~atd~aRg2REiRa	arrière-grand-tante
t~ated	détente
t~atejk~e	inquiétante
t~atep~ok	compétente
t~atiRem	méritante
t~atiRi	irritante
t~atibROzgE	exorbitante
t~atiba	habitante
t~atibed	débitante
t~atifORp	profitante
t~atike	équitante
t~atilibed	débilitante
t~atilim	militante
t~atimOk~ok	concomitante
t~atimREt~e	intermittente
t~atimeR	rémittente
t~atineR	rénitente
t~atinep	pénitente
t~atinep	pénitents
t~atiplap	palpitante
t~atisEsen	nécessitante
t~atiseR	récitante
t~atiskE	excitante
t~atitkin	nictitante
t~atiy	huitante
t~atize	hésitante
t~atkEf~ezed	désinfectante
t~atkEpskE	expectante
t~atkO	octante
t~atkaRt~ok	contractante
t~atkaRt~okOk	cocontractante
t~atlOkeR	récoltante
t~atlOveR	révoltante
t~atlazgE	exaltante
t~atlys~e	insultante
t~atlys~ok	consultante
t~atlyzeR	résultante
t~atp2s	septante
t~atp2ska	acceptante
t~atpOda	adoptante
t~atsER	restante
t~atsEfinam	manifestante
t~atsEfinam2Rt~ok	contre-manifestante
t~atsEtORp	protestante
t~atsiRta	attristante
t~atsid	distante
t~atsidike	équidistante
t~atsisREp	persistante
t~atsisa	assistante
t~atsisaRtEm	maître-assistante
t~atsisbys	subsistante
t~atsis~e	insistante
t~atsis~ok	consistante
t~atsis~ok~e	inconsistante
t~atsizeR	résistante
t~atsizgE	existante
t~atsizgEeRp	préexistante
t~atsys	sustente
t~ats~aRg	grands-tantes
t~ats~e	instante
t~ats~ok	constante
t~atuRed	déroutante
t~atuRfuRf	froufroutante
t~atugaR	ragoûtante
t~atuged	dégoûtante
t~atuv~a	envoûtante
t~atyb2R	rebutante
t~atybed	débutante
t~atykREp	percutante
t~atykezgE	exécutante
t~atym	mutante
t~atymREp	permutante
t~at~a	entente
t~at~aS	chantante
t~at~amRut	tourmentante
t~at~ap2R	repentante
t~at~as~ok	consentante
t~at~at	tentante
t~at~azeRp2R	représentante
t~at~azem	mésentente
t~at~e	intente
t~at~eRe	éreintante
t~at~eitap~e	impatientante
t~at~eksE	esquintante
t~at~eyS	chuintante
t~at~ok	contents
t~at~okem	mécontente
t~at~okem	mécontents
t~at~om	montante
t~at~om2R	remontante
t~av	vante
t~av	vente
t~av2R	revente
t~av2Rt~ok	contrevents
t~av2sed	décevante
t~avOnni	innovante
t~avREf	fervente
t~avREne	énervante
t~avREs	servante
t~avRis	sirvente
t~avRys	survente
t~avaRga	aggravante
t~avas	savante
t~ave	évents
t~ave	évente
t~avem	mévente
t~aviRa	arrivante
t~aviRks~e	inscrivante
t~avilas	salivante
t~avinOk	connivente
t~avitOm	motivante
t~avitOmed	démotivante
t~avitpak	captivante
t~avitsE	estivante
t~aviv	vivante
t~avivRys	survivante
t~aviys	suivante
t~aviysRup	poursuivante
t~avlOsid	dissolvante
t~avlOzeR	résolvante
t~avlaked	décalvante
t~avuRpe	éprouvante
t~avum	mouvante
t~avume	émouvante
t~avupe	épouvante
t~avyZda	adjuvante
t~avzERpa	après-vente
t~avz~elp	pleins-vents
t~av~e	invente
t~av~eeR	réinvente
t~av~oisakOl	location-vente
t~ayRtinOt	tonitruante
t~aylOp	polluante
t~aylf2	effluente
t~aylfa	affluente
t~aylfid	diffluente
t~aylg	gluante
t~aylk~ok	concluante
t~aym2R	remuante
t~ayneta	atténuante
t~aynetskE	exténuante
t~aynis~e	insinuante
t~ayp	puante
t~ayt	tuante
t~aytits~ok	constituante
t~aytits~ok2R	reconstituante
t~aytkylf	fluctuante
t~az2flam	malfaisante
t~az2fsitas	satisfaisante
t~az2fsitas~e	insatisfaisante
t~az2f~aib	bienfaisante
t~az2p	pesante
t~azElp	plaisante
t~azElped	déplaisante
t~azElp~ok	complaisante
t~azEpa	apaisante
t~azaR	rasante
t~azaRke	écrasante
t~azawtap	patoisante
t~azeRp	présente
t~azeRp	présents
t~azeRp2R	représente
t~azeRpin~o	omniprésente
t~azgEv	vexante
t~aziROdOzed	désodorisante
t~aziROf2	euphorisante
t~aziROlav	valorisante
t~aziROlaved	dévalorisante
t~aziRaRyk	curarisante
t~aziRf	frisante
t~aziRg	grisante
t~aziRpem	méprisante
t~aziRtakis	cicatrisante
t~aziRykes	sécurisante
t~aziSRana	anarchisante
t~aziSog	gauchisante
t~aziZ	gisante
t~azibaRa	arabisante
t~azidem	médisante
t~azifys	suffisante
t~azifys~e	insuffisante
t~azijik~aRt	tranquillisante
t~azilaROm	moralisante
t~azilaROmed	démoralisante
t~azilaRt2n	neutralisante
t~azilaisOs	socialisante
t~azilanep	pénalisante
t~aziliRets	stérilisante
t~azilitREf	fertilisante
t~azinOga	agonisante
t~azinOpaZ	japonisante
t~azinailati	italianisante
t~azinamOR	romanisante
t~azinamREZ	germanisante
t~azinapsi	hispanisante
t~azinital	latinisante
t~azinymOk	communisante
t~azisaf	fascisante
t~azitOk	cotisante
t~azitamoRt	traumatisante
t~azitamyR	rhumatisante
t~azitap~es	sympathisante
t~azivals	slavisante
t~aziydes	séduisante
t~aziyk	cuisante
t~aziyl	luisante
t~aziyl2R	reluisante
t~aziype	épuisante
t~azok	causante
t~azop2R	reposante
t~azopO	opposante
t~azoped	déposante
t~azopsid	disposante
t~azopskE	exposante
t~azop~ok	composante
t~azulb	blousante
t~azy	usante
t~azyf	fusante
t~azyma	amusante
t~eRe	éreinte
t~eRf	freinte
t~eRf~a	enfreinte
t~eRibal	labyrinthe
t~eRk	crainte
t~eRpe	épreintes
t~eRpmiRt~ok	contre-empreinte
t~eRps	sprinte
t~eRp~a	emprunte
t~eRp~a	empreinte
t~eRp~aR	remprunte
t~eRp~aeR	réemprunte
t~eRte	étreinte
t~eRtsER	restreinte
t~eRtsa	astreinte
t~eRtsad	d'astreinte
t~eRt~ok	contrainte
t~eRt~okeRp	précontrainte
t~eZ	junte
t~ebeRet	térébinthe
t~ef	feinte
t~efed	défunte
t~eitap	patients
t~eitap	patiente
t~ek	quinte
t~ekOlOk	coloquinte
t~eksE	esquinte
t~elp	plainte
t~elp	plinthe
t~elp~ok	complainte
t~em	mainte
t~eml2	helminthe
t~eml2talp	plathelminthe
t~eml2tamen	némathelminthe
t~ep	peinte
t~ep	pinte
t~ep2R	repeinte
t~eped	dépeinte
t~es	sainte
t~es	ceinte
t~esaZ	jacinthe
t~esai	hyacinthe
t~esba	absinthe
t~eseRp	préceinte
t~es~a	enceinte
t~et	teinte
t~et	tinte
t~eta	atteinte
t~etaka	aquatinte
t~ete	éteinte
t~eted	déteinte
t~etim2d	demi-teinte
t~ewZ	jointe
t~ewZ2R	rejointe
t~ewZda	adjointe
t~ewZe	éjointe
t~ewZis	ci-jointe
t~ewZzid	disjointe
t~ewZ~a	enjointe
t~ewZ~ok	conjointe
t~ewp	pointe
t~ewp2Rt~ok	contre-pointe
t~ewp2ZEtORp	protège-pointe
t~ewp2tRuk	courtepointe
t~ewpa	appointe
t~ewpeRt	trépointe
t~ewped	dépointe
t~ewpsawRt	trois-points
t~ewpsk2d	deux-points
t~eyS	chuinte
t~eys	suinte
t~eysEd	dessuinte
t~ezoRkas	sacro-sainte
t~o	honte
t~oRd	dronte
t~oReZ	géronte
t~oRfa	affronte
t~oRf~ok	confronte
t~oSRa	archonte
t~odOiRp	priodonte
t~odOmO	homodonte
t~odOna	anodonte
t~odOtpilg	glyptodonte
t~odOtsam	mastodonte
t~odOt~eRibal	labyrinthodonte
t~of	fonte
t~of2R	refonte
t~oibOlpa	haplobionte
t~ok	compte
t~ok	conte
t~ok	comte
t~ok2R	recompte
t~okRup2esEl	laissée-pour-compte
t~okRupesEl	laissé-pour-compte
t~oka	acompte
t~okaR	raconte
t~okeRp	précompte
t~oked	décompte
t~okem	mécompte
t~okiv	vicomte
t~oksE	escompte
t~oksEeR	réescompte
t~oksid	discompte
t~oksus	sous-compte
t~olpa	haplonte
t~om	monte
t~om2R	remonte
t~om2Rtu	outre-monts
t~omRys	surmonte
t~omed	démonte
t~op	ponte
t~opa	apponte
t~ope	éponte
t~opsawRt	trois-ponts
t~opsk2d	deux-ponts
t~ot	tonte
t~otRys	surtonte
u	houe
u	out
u	houx
u	houp
u	où
u	ou
uR	roue
uR	roux
uR2saS	chasse-roue
uR2tub	bouteroue
uREv	verrou
uROtOp	potorou
uRRuk	courroux
uRag	garou
uRagpul	loup-garou
uRb	brout
uRb	brou
uRbaR	rabroue
uRem	mérou
uRf	froue
uRfuRf	froufrou
uRfuRf	frou-frou
uRk	croup
uRke	écroue
uRke	écrou
uRkeRt~ok	contre-écrou
uRp	prou
uRp	proue
uRsk2d	deux-roues
uRt	troue
uRt	trou
uRt2Sub	bouche-trou
uRtuRt	trou-trou
uRt~ava	avant-trou
uRug	gourou
uRug~ak	kangourou
uRulRut	tourlourou
uS	chou
uS	choux
uSEpuk	coupe-chou
uSak	cachou
uSd~am	mandchoue
uSd~am	mandchou
uSe	échoue
uSezed	déséchoue
uSibaS	chabichou
uSuS	chouchou
uSytREv	vertuchou
uZ	joug
uZ	joue
uZ2R	rejoue
uZa	ajout
uZaR	rajout
uZab	bajoue
uZaba	abajoue
uZak	cajou
uZakRak	carcajou
uZaka	acajou
uZak~ek	kinkajou
uZapas	sapajou
uZas	sajou
uZed	déjoue
uZib	bijoux
uZib	bijou
uZuZ	joujoux
uZuZ	joujou
uaR	raout
uaim	miaou
uakaR	racahout
uam	mahous
ub	bout
ub	bous
ub	boue
ub2Rap	pare-boue
ub2d	debout
ub2dRag	garde-boue
uba	about
ubaRam	marabout
ubanyR	runabout
ubat	tabou
ubi	hibou
ubi	hiboux
ubiRak	caribou
ubub	boubou
ubzORg	gros-bout
ub~a	embout
ub~ab	bambou
ud	doux
ud2R	redoux
ud2RgE	aigre-doux
ud2jig	guilledou
udRu	ourdou
udaR	radoub
udag	gadoue
udama	amadoue
udama	amadou
udap	padou
udap	padoue
udov	vaudou
udud	doudou
ududuR	roudoudou
ud~an	nandou
ud~e	hindou
ud~e	hindoue
ud~es	saindoux
uf	fout
uf	fou
uf2Rt~ok	contrefout
uf2dRag	garde-fou
ufROg	gorfou
ufab	bafoue
uftut	tout-fou
ufuf	foufou
ugab	bagout
ugab	bagou
ugas	sagou
uge	égout
ugelatut	tout-à-l'égout
ugiRg	grigou
ug~a	engoue
ui	youp
uidlim	mildiou
uinib	biniou
uipuip	pioupiou
uis	sioux
uiui	youyou
ujEb	bayou
ujak	cailloux
ujak	caillou
ujak2sup	pousse-cailloux
ujawv	voyou
ujn	gnou
uk	coup
uk	cou
uk2Rt~ok	contrecoup
uk2s	secoue
uk2sak	casse-cou
ukOR	rocou
ukOR	rocoue
ukOl	lock-out
ukOnk	knock-out
uka	accoue
uka	à-coup
ukaiRak	cariacou
ukalb	black-out
ukil	licou
ukob	beaucoup
uks	scout
uksERpa	après-coup
uksawb	boy-scout
uksuk	couscous
ukuk	coucou
ul	loue
ul	loup
ul2R	reloue
ul2bag	gabelou
ul2d2ip	pied-de-loup
ul2d2l9g	gueule-de-loup
ul2d2sEv	vesse-de-loup
ul2d2tEt	tête-de-loup
ul2d2tap	patte-de-loup
ul2dt2p	pet-de-loup
ul2dtos	saut-de-loup
ul2dt~ad	dent-de-loup
ul2yt	tue-loup
ulRam	marlou
ula	alloue
ulaZ	jaloux
ulad~a	andalou
ulat~ak	cantaloup
ulat~ak	cantalou
ulf	floue
ulf	flou
ulfa	affloue
ulf~aR	renfloue
ulgulg	glouglou
ulif	filou
ulip	pilou
ulk	clou
ulk	cloue
ulkER	recloue
ulkERit	tire-clou
ulkESaRa	arrache-clou
ulkEd2tEt	tête-de-clou
ulkEsaS	chasse-clou
ulked	décloue
ulkib	biclou
ulk~a	encloue
ulsus	sous-loue
ulul	loulou
ul~aiS	chien-loup
um	moue
um	mou
um2R	remous
umREv	vermout
umanit	tinamou
ume	émou
un	nous
un	noue
un2R	renoue
un2Z	genou
un2Z	genoux
unRyb	burnous
uned	dénoue
unim	minou
unk	knout
unun	nounou
up	poux
up	pouh
up	pou
upap	papou
upe	époux
upiRt	tripoux
upik	quipou
us	sou
us	soue
usEd	dessous
usEdRap	par-dessous
usEdis	ci-dessous
usEdo	au-dessous
usau	ouassou
usba	absous
usid	dissout
usid	dissous
ut	tout
ut	tous
ut	toux
ut	toue
ut2RRuf	fourre-tout
ut2Z~am	mange-tout
ut2Z~am	mangetout
ut2iysE	essuie-tout
ut2ksiR	risque-tout
ut2lEm	mêle-tout
ut2ziRb	brise-tout
utEf	faitout
utEf	fait-tout
utRap	partout
utRap2sap	passe-partout
utRys	surtout
uta	atout
utaSut	touche-à-tout
utam	matou
utat	tatou
utav	va-tout
uti	itou
utiReg	guérit-tout
utinam	manitou
uts	stout
utsip	pistou
utut	toutou
ut~ab	bantoue
ut~ab	bantou
uv	voue
uv	vous
uva	avoue
uvadRag	garde-à-vous
uvazed	désavoue
uved	dévoue
uved~aR	rendez-vous
uz	zou
uz2Rit	tire-sou
uz2ls~as	sans-le-sou
uz2piRg	grippe-sou
uz2v	vesou
uzam	mazout
uzaz	zazou
uzeR	résout
uzeR	rezzou
uzeR	résous
uziRg	grisou
uzib	bisou
uzib	bizou
v2Rba	abreuve
v2Rp	preuve
v2Rpe	épreuve
v2RpeRt~ok	contre-épreuve
v2lf	fleuve
v2lf~amOR	roman-fleuve
v2lp	pleuve
v2lp2R	repleuve
v2m	meuve
v2mORp	promeuve
v2me	émeuve
v2n	neuve
v2n2REt	terre-neuve
v2v	veuve
vER	rêve
vERb	brève
vERb~a	embrève
vERg	grève
vERged	dégrève
vERk	crève
vERt	trêve
vESa	achève
vESaRap	parachève
vEd~a	endêve
vEf	fève
vEl	lève
vEl2R	relève
vElOkas	sacolève
vEle	élève
vEleRp	prélève
vEleRys	surélève
vElg	glaive
vElg2tROp	porte-glaive
vElp~aS	champlèves
vElus	soulève
vEl~a	enlève
vEs	sève
vEsaRap	parascève
vO	ove
vORg~am	mangrove
vOl	love
vOn	nove
vOneR	rénove
vOnni	innove
vREf~ok	conferve
vREne	énerve
vREnim	minerve
vREnni	innerve
vREs	serve
vREs2R	resserve
vREsEd	desserve
vREsbO	observe
vREs~ok	conserve
vREv	verve
vREzeR	réserve
vREzeRp	préserve
vROm	morve
vROt	torve
vRal	larve
vRav	varve
va	hâve
va	ave
vaR	rave
vaR2tEb	betterave
vaROm	morave
vaRb	brave
vaRd	drave
vaRg	grave
vaRgORip	pyrograve
vaRgRam	margrave
vaRga	aggrave
vaRgd~al	landgrave
vaRg~a	engrave
vaRg~eR	rhingrave
vaRiR2les	céleri-rave
vaRk	crave
vaRte	étrave
vaRtiSRa	architrave
vaRt~a	entrave
vaRt~azed	désentrave
vaRuS	chou-rave
vaSREtfa	after-shave
vab	bave
vadlOm	moldave
vag	gave
vaga	agave
vajawg	goyave
vak	cave
vak2div	vide-cave
vaked	décave
vakskE	excave
vak~a	encave
vak~ok	concave
vak~okib	biconcave
vak~ok~alp	plan-concave
val	lave
val2R	relave
valb~a	emblave
valb~aR	remblave
valed	délave
valkOto	autoclave
valkital	laticlave
valkitsyg~a	angusticlave
valksE	esclave
valk~a	enclave
valk~azed	désenclave
valk~ok	conclave
vallEv	vellave
vals	slave
valsOgui	yougoslave
vanid~aks	scandinave
vap	pave
vap2R	repave
vape	épave
vaped	dépave
vatab	batave
vatkO	octave
vauz	zouave
vawb	boive
vawd	doive
vawd2R	redoive
vaws2R	reçoive
vawsREp	perçoive
vawsREpa	aperçoive
vawsREpa&Rt~a	entr'aperçoive
vawsed	déçoive
vaws~ok	conçoive
vays	suave
vi	yves
vi	ive
viR	rive
viRa	arrive
viRd	drive
viRed	dérive
viRg	grive
viRke	écrive
viRkeR	récrive
viRked	décrive
viRkeeR	réécrive
viRksERp	prescrive
viRksORp	proscrive
viRksus	souscrive
viRks~aRt	transcrive
viRks~aRt2R	retranscrive
viRks~e	inscrive
viRks~eeR	réinscrive
viRks~okRis	circonscrive
viRp	prive
viRte	étrive
viSRa	archive
viZO	ogive
vid	dive
vidRat	tardive
vidalam	maladive
videk	khédive
vidiseR	récidive
vid~a	endive
viksE	esquive
vil	live
vilO	olive
vilOZ~a	enjolive
vilOs	solive
vilas	salive
vilk	clive
vilkORp	proclive
vilked	déclive
vip	pive
vis	cive
visERgORp	progressive
visERga	agressive
visERgeR	régressive
visERged	dégressive
visERpO	oppressive
visERpeR	répressive
visERped	dépressive
visERpskE	expressive
visERp~ok	compressive
visEl	lessive
visEsORp	processive
visEsOp	possessive
visEsbO	obsessive
visEseR	récessive
visEskE	excessive
visEskys	successive
visEs~ok	concessive
visOn	nocive
visREpsid	dispersive
visREted	détersive
visREvbys	subversive
visREv~e	inversive
visRuk	coursive
visRyk	cursive
visRykeR	récursive
visRyksid	discursive
visal	lascive
visam	massive
visap	passive
visav	vacive
visim	missive
visimREp	permissive
visime	émissive
vislyme	émulsive
vislypORp	propulsive
vislypORpOmREt	thermopropulsive
vislypeR	répulsive
vislyp~ok	compulsive
vislyveR	révulsive
vislyv~ok	convulsive
visup	poussive
vis~aZ	gencive
vis~aeRp~ok	compréhensive
vis~aeRp~ok~e	incompréhensive
vis~afO	offensive
vis~afORt~ok	contre-offensive
vis~afOni	inoffensive
vis~afed	défensive
vis~ap	pensive
vis~apskE	expansive
vis~apsys	suspensive
vis~atskE	extensive
vis~at~e	intensive
vitOm	motive
vitOmOkOl	locomotive
vitOme	émotive
vitOmeR2pi	hyperémotive
vitOmed	démotive
vitOmtEl	leitmotive
vitOv	votive
vitREsa	assertive
vitRO	ortive
vitROba	abortive
vitROps	sportive
vitRyf	furtive
vita	hâtive
vitaROZep	péjorative
vitaRObOR	roborative
vitaROilem	méliorative
vitaROjnip	pignorative
vitaROked	décorative
vitaROmemOk	commémorative
vitaROnim	minorative
vitaROpROk	corporative
vitaRRub	bourrative
vitaRalked	déclarative
vitaRan	narrative
vitaRap~ok	comparative
vitaRebiled	délibérative
vitaRedef	fédérative
vitaRemyne	énumérative
vitaReneZ	générative
vitaRepOOk	coopérative
vitaResly	ulcérative
vitaReti	itérative
vitaRetieR	réitérative
vitaRget~e	intégrative
vitaRimda	admirative
vitaRkyl	lucrative
vitaRtsinimda	administrative
vitaRts~omed	démonstrative
vitaRyd	durative
vitaRygif	figurative
vitaRygif~on	non-figurative
vitaRyk	curative
vitaRyped	dépurative
vitaRypys	suppurative
vitabORpa	approbative
vitabRabeR	rébarbative
vitab~ok	combative
vitad	dative
vitades	sédative
vitadikil	liquidative
vitadol	laudative
vitaeRk	créative
vitaeRkeR	récréative
vitagOREt~e	interrogative
vitagORORp	prorogative
vitagORba	abrogative
vitagORbys	subrogative
vitagOReRp	prérogative
vitagRyp	purgative
vitageRga	agrégative
vitageRges	ségrégative
vitagen	négative
vitagenORtkEle	électronégative
vitaidaR	radiative
vitailap	palliative
vitailp~a	ampliative
vitaisOsa	associative
vitaiseRpa	appréciative
vitaiseRped	dépréciative
vitaisini	initiative
vitais~one	énonciative
vitaiveRba	abréviative
vitajnized	désignative
vitakOl	locative
vitakRamed	démarcative
vitakeRped	déprécative
vitakiRf	fricative
vitakideRp	prédicative
vitakidyZda	adjudicative
vitakid~av2R	revendicative
vitakid~ev	vindicative
vitakifiRev	vérificative
vitakifilak	qualificative
vitakifitkER	rectificative
vitakifitsyZ	justificative
vitakifjnis	significative
vitakilpitlym	multiplicative
vitakilpskE	explicative
vitakilpydeR	réduplicative
vitakinymOk	communicative
vitakis	siccative
vitakisEd	dessiccative
vitakyde	éducative
